<strong>[2023-03-10 14:19:18,918-root-INFO]</strong> Initialize parameter<br>
<strong>[2023-03-10 14:20:43,488-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/keikauhoushin/toshikiban/shakaishihon/toshisaisei.html<br>
<strong>[2023-03-10 14:20:43,497-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/keikauhoushin/toshikiban/shakaishihon/sougouseibi.html<br>
<strong>[2023-03-10 14:20:43,614-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r3_ippan/R30224shiseihoshin.html<br>
<strong>[2023-03-10 14:20:43,623-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r4_ippan/20221125shiseiippan.html<br>
<strong>[2023-03-10 14:20:43,641-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r3_ippan/202106_siseiippann.html<br>
<strong>[2023-03-10 14:20:43,651-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r3_ippan/202109_siseiippann.html<br>
<strong>[2023-03-10 14:20:43,667-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r3_ippan/202112_siseiippann.html<br>
<strong>[2023-03-10 14:20:43,677-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/keikauhoushin/toshikiban/masterplan/master-plan_keika.html<br>
<strong>[2023-03-10 14:20:43,683-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/keikauhoushin/toshikiban/masterplan/masterplan.html<br>
<strong>[2023-03-10 14:20:43,745-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/keikaku/kouenmatidukuri.html<br>
<strong>[2023-03-10 14:20:43,754-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r2_ippan/R20226shiseihoshin.html<br>
<strong>[2023-03-10 14:20:43,761-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/keikauhoushin/toshikiban/kouenzaka/1seibi-houkousei.html<br>
<strong>[2023-03-10 14:20:43,769-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r2_ippan/abk1000200010601.html<br>
<strong>[2023-03-10 14:20:43,778-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/bousaibouhan/kikikanritaisaku.html<br>
<strong>[2023-03-10 14:20:43,785-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r2_ippan/R2_12shiseiippann.html<br>
<strong>[2023-03-10 14:20:43,904-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/h31_ippan/H310225shiseihoshin.html<br>
<strong>[2023-03-10 14:20:43,912-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/h31_ippan/R1_6shiseiippann.html<br>
<strong>[2023-03-10 14:20:43,921-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/r2_ippan/R2_9shiseiippann.html<br>
<strong>[2023-03-10 14:20:43,939-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/chosahoukoku/project_syousika.html<br>
<strong>[2023-03-10 14:20:43,944-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/chosahoukoku/ankeeto.html<br>
<strong>[2023-03-10 14:20:43,949-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/chosahoukoku/bunkakoryu.html<br>
<strong>[2023-03-10 14:20:44,032-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/chosahoukoku/sinngatakorona.html<br>
<strong>[2023-03-10 14:20:44,042-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/chosa_oshirase/index.html<br>
<strong>[2023-03-10 14:20:44,049-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/jinoku_setai/index.html<br>
<strong>[2023-03-10 14:20:44,054-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/h31_ippan/R1_9shiseiippann.html<br>
<strong>[2023-03-10 14:20:44,067-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shiseihoushin/h31_ippan/R1_12shiseiippann.html<br>
<strong>[2023-03-10 14:20:44,093-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/abikoshi/index.html<br>
<strong>[2023-03-10 14:20:44,103-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/index.html<br>
<strong>[2023-03-10 14:20:44,107-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shisei_sanka/publiccomment/iken/reiwa3iken/toshikeikakuMP.html<br>
<strong>[2023-03-10 14:20:44,260-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/bousaibouhan/index.html<br>
<strong>[2023-03-10 14:20:44,273-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/toshikiban/index.html<br>
<strong>[2023-03-10 14:20:44,279-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shogaigakushu/index.html<br>
<strong>[2023-03-10 14:20:44,285-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shiminkatsudou/index.html<br>
<strong>[2023-03-10 14:20:44,294-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/index.html<br>
<strong>[2023-03-10 14:20:44,303-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/index.html<br>
<strong>[2023-03-10 14:20:44,310-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kankyo/index.html<br>
<strong>[2023-03-10 14:20:44,316-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/index.html<br>
<strong>[2023-03-10 14:20:44,356-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/index.html<br>
<strong>[2023-03-10 14:20:44,377-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/bunkashisetsu/index.html<br>
<strong>[2023-03-10 14:20:44,393-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kaiginokoukai/index.html<br>
<strong>[2023-03-10 14:20:44,397-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/kashiwa_road/index.html<br>
<strong>[2023-03-10 14:20:44,402-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/hokusei_road/index.html<br>
<strong>[2023-03-10 14:20:44,407-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/index.html<br>
<strong>[2023-03-10 14:20:44,415-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/index.html<br>
<strong>[2023-03-10 14:20:44,439-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gaiyou_ichiran.html<br>
<strong>[2023-03-10 14:20:44,542-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/jinoku_setai/jouju.html<br>
<strong>[2023-03-10 14:20:44,552-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/jinoku_setai/h27.html<br>
<strong>[2023-03-10 14:20:44,564-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/jinoku_setai/h28.html<br>
<strong>[2023-03-10 14:20:44,578-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/yuushikishakaigi.html<br>
<strong>[2023-03-10 14:20:44,586-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/gyoseikeiei.html<br>
<strong>[2023-03-10 14:20:44,594-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/tokubetushingikai.html<br>
<strong>[2023-03-10 14:20:44,680-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/jinoku_setai/h26.html<br>
<strong>[2023-03-10 14:20:44,689-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toukeijoho/toukei/jinoku_setai/h29.html<br>
<strong>[2023-03-10 14:20:44,697-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shogaigakushu/sportskeikaku4.html<br>
<strong>[2023-03-10 14:20:44,705-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shogaigakushu/bunkazaishingikai.html<br>
<strong>[2023-03-10 14:20:44,711-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shogaigakushu/suisinkeikakubukai.html<br>
<strong>[2023-03-10 14:20:44,722-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shogaigakushu/syougaigakusyuu.html<br>
<strong>[2023-03-10 14:20:44,732-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shogaigakushu/bunkazaihozon.html<br>
<strong>[2023-03-10 14:20:44,738-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/toshikiban/funsouchosei.html<br>
<strong>[2023-03-10 14:20:44,854-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/toshikiban/koukyogesuido.html<br>
<strong>[2023-03-10 14:20:44,862-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/kouikigyosei/teganuma-tegagawa.html<br>
<strong>[2023-03-10 14:20:44,869-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/toshikiban/koukyoukoutsu.html<br>
<strong>[2023-03-10 14:20:44,879-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/jyusyohenkou.html<br>
<strong>[2023-03-10 14:20:44,898-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/abiko_ekimae.html<br>
<strong>[2023-03-10 14:20:44,903-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/kouikigyosei/h30jisshijigyo.html<br>
<strong>[2023-03-10 14:20:44,909-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/fukushicenter.html<br>
<strong>[2023-03-10 14:20:45,000-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/nougyoukyoten.html<br>
<strong>[2023-03-10 14:20:45,014-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/index.html<br>
<strong>[2023-03-10 14:20:45,025-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/nakabyo.html<br>
<strong>[2023-03-10 14:20:45,031-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/abikokukakuseiri.html<br>
<strong>[2023-03-10 14:20:45,038-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kukakuseiri.html<br>
<strong>[2023-03-10 14:20:45,045-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kanchishobun.html<br>
<strong>[2023-03-10 14:20:45,067-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/tennoudai.html<br>
<strong>[2023-03-10 14:20:45,072-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/shinkyuchiban.html<br>
<strong>[2023-03-10 14:20:45,162-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/hunsouyobou_qa.html<br>
<strong>[2023-03-10 14:20:45,169-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/hunsouyobou_3.html<br>
<strong>[2023-03-10 14:20:45,174-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/hunsouyobou_2.html<br>
<strong>[2023-03-10 14:20:45,180-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/hunsouyobou_1.html<br>
<strong>[2023-03-10 14:20:45,186-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/hunsouyobou_youshiki.html<br>
<strong>[2023-03-10 14:20:45,191-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/funsoyobo/hunsouyobou_tekiyou.html<br>
<strong>[2023-03-10 14:20:45,197-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/hokusei_road/hokusei_kentoukai.html<br>
<strong>[2023-03-10 14:20:45,203-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/hokusei_road/hokusei_paneruten.html<br>
<strong>[2023-03-10 14:20:45,320-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kaiginokoukai/seido.html<br>
<strong>[2023-03-10 14:20:45,325-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/shimin_station.html<br>
<strong>[2023-03-10 14:20:45,331-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/kashiwa_road/chibakashiwa.html<br>
<strong>[2023-03-10 14:20:45,337-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kaiginokoukai/h17kisoku0228.html<br>
<strong>[2023-03-10 14:20:45,344-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/shiminplaza.html<br>
<strong>[2023-03-10 14:20:45,351-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/taiikukan_kouen.html<br>
<strong>[2023-03-10 14:20:45,366-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kaiginokoukai/korekarakaisai.html<br>
<strong>[2023-03-10 14:20:45,370-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/kohokukouminkan.html<br>
<strong>[2023-03-10 14:20:45,463-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/shibasaki.html<br>
<strong>[2023-03-10 14:20:45,470-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/aoyamatokutei.html<br>
<strong>[2023-03-10 14:20:45,478-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/abikoeki_kita.html<br>
<strong>[2023-03-10 14:20:45,483-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/torimachi.html<br>
<strong>[2023-03-10 14:20:45,488-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/nedo.html<br>
<strong>[2023-03-10 14:20:45,493-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/arakieki.html<br>
<strong>[2023-03-10 14:20:45,498-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/abikoekimae.html<br>
<strong>[2023-03-10 14:20:45,506-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/tochikukakuseiri/kashozu/fusaekimae.html<br>
<strong>[2023-03-10 14:20:45,688-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/bunkashisetsu/kensetukoso201905.html<br>
<strong>[2023-03-10 14:20:45,701-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/hyoujiban.html<br>
<strong>[2023-03-10 14:20:45,707-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/bunkashisetsu/kifumoushokomi.html<br>
<strong>[2023-03-10 14:20:45,714-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/bunkashisetsu/ikenbosyukekka201905.html<br>
<strong>[2023-03-10 14:20:45,719-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/h18_0718hyouji.html<br>
<strong>[2023-03-10 14:20:45,724-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/todokede.html<br>
<strong>[2023-03-10 14:20:45,731-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/gaiyou.html<br>
<strong>[2023-03-10 14:20:45,737-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/gyouseikeiei/siteikanri/infositeikanri.html<br>
<strong>[2023-03-10 14:20:45,783-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/honcho_redevelopment/index.html<br>
<strong>[2023-03-10 14:20:45,788-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/gaikuhenkou.html<br>
<strong>[2023-03-10 14:20:45,800-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/edaban/index.html<br>
<strong>[2023-03-10 14:20:45,804-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/kita_jyukyohyouji.html<br>
<strong>[2023-03-10 14:20:45,809-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/kankoshinko.html<br>
<strong>[2023-03-10 14:20:45,816-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/kyougikai.html<br>
<strong>[2023-03-10 14:20:45,822-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/utusinokouhu.html<br>
<strong>[2023-03-10 14:20:45,828-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/sonshitsuhosho.html<br>
<strong>[2023-03-10 14:20:45,942-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/abk_shoukan.html<br>
<strong>[2023-03-10 14:20:45,950-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/0412kouensaka.html<br>
<strong>[2023-03-10 14:20:45,955-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kankyo/yatusenmonkakaigi.html<br>
<strong>[2023-03-10 14:20:45,966-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/atochikatuyousenkoui.html<br>
<strong>[2023-03-10 14:20:45,979-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kankyo/kankyoshingikai.html<br>
<strong>[2023-03-10 14:20:45,985-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kankyo/kihonmondai.html<br>
<strong>[2023-03-10 14:20:45,990-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/sangyou/shibasakitikusenkou.html<br>
<strong>[2023-03-10 14:20:45,996-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kankyo/sekken_shingikai.html<br>
<strong>[2023-03-10 14:20:46,078-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kenokodukuri.html<br>
<strong>[2023-03-10 14:20:46,085-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/saigaiiryotaisaku.html<br>
<strong>[2023-03-10 14:20:46,092-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kennshinnunneiinnkai.html<br>
<strong>[2023-03-10 14:20:46,099-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kenkodukuri.html<br>
<strong>[2023-03-10 14:20:46,105-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kenkohigaicyosa.html<br>
<strong>[2023-03-10 14:20:46,114-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/hokenchosei.html<br>
<strong>[2023-03-10 14:20:46,119-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kaigoninteishinsa.html<br>
<strong>[2023-03-10 14:20:46,124-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/nyujohantei.html<br>
<strong>[2023-03-10 14:20:46,242-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/honcho_redevelopment/addressnotice.html<br>
<strong>[2023-03-10 14:20:46,249-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/edaban/edabangou.html<br>
<strong>[2023-03-10 14:20:46,256-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/suisenkai.html<br>
<strong>[2023-03-10 14:20:46,261-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kaigokyufuhishinsa.html<br>
<strong>[2023-03-10 14:20:46,277-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/edaban/edabangouquestion.html<br>
<strong>[2023-03-10 14:20:46,290-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/honcho_redevelopment/jukyoquestion.html<br>
<strong>[2023-03-10 14:20:46,299-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/honcho_redevelopment/briefing.html<br>
<strong>[2023-03-10 14:20:46,304-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/toshiseibi/jyuukyohyouji/honcho_redevelopment/henkousyoumeisyo.html<br>
<strong>[2023-03-10 14:20:46,376-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kaihoshimin.html<br>
<strong>[2023-03-10 14:20:46,385-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/kokuhounei.html<br>
<strong>[2023-03-10 14:20:46,393-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/yushounsou.html<br>
<strong>[2023-03-10 14:20:46,402-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/suishinkyogikai.html<br>
<strong>[2023-03-10 14:20:46,409-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/zaitakuiryoukaigo.html<br>
<strong>[2023-03-10 14:20:46,416-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/kosodatekaigi.html<br>
<strong>[2023-03-10 14:20:46,424-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/houkago.html<br>
<strong>[2023-03-10 14:20:46,430-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kenkofukushi/jiritsushienkyougi.html<br>
<strong>[2023-03-10 14:20:46,548-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/02gyakutaiboushi.html<br>
<strong>[2023-03-10 14:20:46,557-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/20170725.html<br>
<strong>[2023-03-10 14:20:46,565-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/kyoikusien.html<br>
<strong>[2023-03-10 14:20:46,571-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/iinkai.html<br>
<strong>[2023-03-10 14:20:46,586-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/ijimetaisaku.html<br>
<strong>[2023-03-10 14:20:46,592-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/tsugakukuiki.html<br>
<strong>[2023-03-10 14:20:46,598-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/youjikyoiku.html<br>
<strong>[2023-03-10 14:20:46,607-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/sougoukyouiku.html<br>
<strong>[2023-03-10 14:20:46,690-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/abk20190422131543033.html<br>
<strong>[2023-03-10 14:20:46,696-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/houkago_senntei.html<br>
<strong>[2023-03-10 14:20:46,701-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/fusachu_kentouiinkai.html<br>
<strong>[2023-03-10 14:20:46,707-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shiminkatsudou/hojokin_kentou.html<br>
<strong>[2023-03-10 14:20:46,712-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shiminkatsudou/heiwajigyosuishin.html<br>
<strong>[2023-03-10 14:20:46,721-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/hyougiinkaigi/index.html<br>
<strong>[2023-03-10 14:20:46,726-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/shiminkatsudou/kasseika.html<br>
<strong>[2023-03-10 14:20:46,733-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/kosodate_kyoiku/kyushokusenteiiinka1.html<br>
<strong>[2023-03-10 14:20:46,852-root-INFO]</strong> check detail: http://www.city.abiko.chiba.jp/shisei/shingi_iinkai/toshikiban/seibi_senmonka.html<br>
